"","RID","gender","age","religious_identity","caste","educ_level","employment_status","annual_household_income","marital_status","party_support","should_women_run","registered_to_vote","pol_engagement","vote_2019_national","vote_2020_delhi","country_direction","modi_approval","lib_cons_scale","most_imp_issue","support_wrb","village_res","state_res","national_res","no_res","village_res_treat","state_res_treat","national_res_treat","sc_st_res_treat","village_res_control","state_res_control","national_res_control","sc_st_res_control","news_verification","woman_false_1","woman_false_2","woman_false_3","male_false_1","male_false_2","male_false_3","male_false_4","male_true_1","male_true_2","female_true_1","female_true_2","female_true_3","Treatment","Control","response_id","caste_bin","edu","employed","household_inc","marriage","vote_2019","vote_2020","political_engagement","ideology_scale","religion","wrb"
"619","R_2ru7sOLFiQteYgI","0",30,"Hindu","Scheduled tribe","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,1,1,1,1,1,2,1,1,1,1,NA,1,"5f7df4c1-609d-e6c0-ff2d-3faefb5177cd","1","1","1",7,"1",1,1,1,7,"Hindu",1
"620","R_2eQqWyXETMgTPKu","0",38,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,3,3,4,3,3,4,4,4,4,3,3,1,NA,"5f7df541-d47a-fdeb-5932-ffcfb86e5c1c","0","1","1",3,"1",1,1,1,7,"Hindu",1
"621","R_3mfLc4M2XhZya16","0",40,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹30,00,001 - ₹40,00,000","Never married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Gender discrimination","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df506-b526-2256-0b05-2be7ebef7616","1","1","1",6,"0",1,1,1,7,"Hindu",1
"622","R_3O050sD2wiaQRDN","1",33,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic inequality","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,2,3,2,2,3,2,4,1,4,2,1,NA,"5f7df51a-8264-b7a2-0536-db6aded88dec","0","1","1",3,"1",1,1,1,7,"Hindu",1
"623","R_2Bnuh7EB59cgmFh","0",28,"Hindu","Forward castes","Higher secondary/Senior secondary","Employed","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Haven't thought much about this","Gender discrimination","Yes","Village","","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df54b-1c03-feba-8ec6-ea4848cb8978","0","0","1",1,"0",1,1,1,NA,"Hindu",1
"624","R_R7RwJ9AVcbOH0LD","0",32,"Hindu","Other backward classes (OBCs)","Graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","No","Right direction","Approve","Liberal","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,2,2,4,2,2,4,4,2,2,2,NA,1,"5f7df256-82ea-ebaa-1b07-60c72f554759","1","1","1",4,"1",1,0,0.5,6,"Hindu",1
"625","R_25NiArgadTHKiLv","0",30,"Hindu","Forward castes","Post-graduate","Employed","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Caste discrimination","Yes","Village","State","","","Yes","Yes","No","Yes","","","","","Yes",1,2,3,1,1,1,1,4,2,2,1,2,1,NA,"5f7df55c-550d-73b2-1ccf-001ecffe0126","0","1","1",1,"0",1,1,1,5,"Hindu",1
"626","R_1PaXuemA9OylZbp","0",20,"Muslim","Forward castes","Primary","Student","₹0 - ₹2,50,000","Never married","Indian National Congress (INC)",0,"Yes","Somewhat engaged","No","No","Wrong track","Disapprove","Moderate; middle of the road","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,3,3,4,2,4,4,4,1,1,2,NA,NA,1,"5f7df53d-2e24-9a31-88ae-3f9f84a6568a","0","0","0",1,"0",0,0,0,4,"Muslim",1
"627","R_33eAap5SYbHtP4Q","0",35,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Caste discrimination","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","No",2,4,3,3,2,2,2,2,4,4,2,3,1,NA,"5f7df530-4ab3-3f11-8087-e178902478a0","0","1","1",3,"1",1,1,1,5,"Hindu",1
"628","R_2Tt99VIx7svo4fp","0",24,"Muslim","Other backward classes (OBCs)","Post-graduate","Student","₹0 - ₹2,50,000","Separated","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","No","No","Right direction","Approve","Extremely conservative","Caste discrimination","Yes","","State","","","No","No","Yes","No","","","","","Yes",2,2,2,3,3,2,3,2,3,1,3,2,1,NA,"5f7df64a-7abf-bbd5-d27c-a4c96465dca6","1","1","0",1,"0",0,0,0,1,"Muslim",1
"629","R_3kuZVQ9KnichDsz","1",28,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,4,4,3,4,4,4,3,4,4,4,4,1,NA,"5f7df5e9-10fc-34bf-d4a6-821d92cc486e","0","1","1",3,"1",1,1,1,1,"Hindu",1
"630","R_1PbFF1sfnJy3KQ5","1",35,"Hindu","Forward castes","Post-graduate","Employed","₹40,00,001 - ₹50,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","No","Wrong track","Approve","Moderate; middle of the road","Economic downturn","No","Village","State","National","","","","","","Yes","Yes","Yes","No","No",1,1,1,2,1,1,1,1,4,3,1,1,NA,1,"5f7df3d2-4b47-279d-2350-c66729db52f3","0","1","1",7,"1",1,0,0.5,4,"Hindu",0
"631","R_26o5LeYP6USuWVy","0",36,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df4f6-269d-63d5-de0d-5bdd22748d88","0","1","1",8,"1",1,1,1,1,"Hindu",1
"632","R_UcPluM2kf6KtXeF","0",32,"Hindu","Forward castes","Graduate","Employed","₹20,00,001 - ₹30,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,3,4,4,4,4,4,NA,1,"5f7df5fe-5c74-fc26-d0a9-7f822ba9c064","0","1","1",5,"1",1,1,1,7,"Hindu",1
"633","R_2BwXsnwBivJaI7J","1",38,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Caste discrimination","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",2,1,1,2,2,1,1,1,1,2,3,2,1,NA,"5f7df625-cecf-b4d7-cc12-ed8eb7a0e367","0","1","1",3,"1",1,1,1,4,"Hindu",1
"634","R_1KoN4QjG7r3HGn7","0",25,"Hindu","Forward castes","Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,2,2,2,2,2,3,2,4,2,2,NA,1,"5f7df700-54a4-099e-6c5f-a7672cda81a2","0","1","1",4,"1",1,1,1,1,"Hindu",1
"635","R_ZavYklAb6Buefe1","1",28,"Muslim","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Economic downturn","Maybe","","","","None","No","No","No","","","","","","Yes",1,1,1,1,1,1,1,3,1,4,4,2,1,NA,"5f7df0c5-b3ab-47e2-9183-223a877f4287","0","1","1",3,"0",1,1,1,4,"Muslim",0
"636","R_1Qn4uAnY4w8L8Bh","0",33,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","State","","","","","","","Yes","Yes","Yes","Yes","Yes",3,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df595-c98b-2efb-a6b9-d1634b55197b","1","1","1",7,"1",1,1,1,7,"Hindu",1
"637","R_1feJig6mcR6PNYK","0",37,"Hindu","Forward castes","Post-graduate","Employed","₹2,50,001 - ₹5,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Wrong track","Disapprove","Liberal","Caste discrimination","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,1,1,1,1,1,2,4,3,3,2,1,NA,"5f7df052-3d6b-6a06-caf7-b83682cfaa08","0","1","1",2,"1",1,1,1,6,"Hindu",1
"638","R_1Eju0xWFsdY9lTV","0",36,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df659-a6bb-02ed-e5d7-041ef9346c44","0","1","1",8,"1",1,1,1,1,"Hindu",1
"639","R_33DvNAoWb6Y4e8R","1",42,"Sikh","Forward castes","Graduate","Self-employed/freelance","₹2,50,001 - ₹5,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Slightly conservative","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","No","Yes",2,2,2,2,4,2,2,2,2,2,2,4,NA,1,"5f7df3cd-f7b5-dd75-be5b-b05380c13d65","0","1","1",2,"1",1,1,1,3,"Other",1
"640","R_3nOR4pO3bDor3nl","0",22,"Hindu","Forward castes","Graduate","Student","More than ₹50,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","No","No","Wrong track","Disapprove","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,2,2,4,4,2,4,4,4,4,4,2,NA,1,"5f7df664-d2e1-8d75-174a-2e7f8f5c3d84","0","1","0",8,"0",0,0,0,4,"Hindu",1
"641","R_3nj9qJd241MOlWA","0",32,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Gender discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,3,3,3,3,3,3,4,4,3,3,NA,1,"5f7df609-3c50-dee0-aaef-ac5b71785c9d","1","1","1",3,"1",1,1,1,6,"Hindu",1
"642","R_1eJozHzJVcULrtP","0",20,"Hindu","Forward castes","Higher secondary/Senior secondary","Student","₹2,50,001 - ₹5,00,000","Never married","Bharatiya Janata Party (BJP)",1,"No","Not at all engaged","No","No","Wrong track","Approve","Moderate; middle of the road","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","No","","","","","Yes",1,1,1,1,1,1,1,2,3,1,1,1,1,NA,"5f7df699-3a7c-988c-b4f3-e63d5925bd4f","0","0","0",2,"0",0,0,0,4,"Hindu",1
"643","R_1CdXK3d9ZycWrID","0",22,"Hindu","Other backward classes (OBCs)","Higher secondary/Senior secondary","Self-employed/freelance","₹0 - ₹2,50,000","Never married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Caste discrimination","No","Village","","","","Yes","Yes","No","No","","","","","Yes",2,2,2,2,2,3,2,2,3,2,3,3,1,NA,"5f7df76b-e01a-a83a-01e1-eff6b214ea5c","1","0","1",1,"0",1,1,1,6,"Hindu",0
"644","R_1LBGy82NiNtASv3","0",20,"Hindu","Other backward classes (OBCs)","Higher secondary/Senior secondary","Student","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,4,2,2,4,1,3,2,3,2,3,2,NA,1,"5f7df5f5-ebaf-a0bb-e73d-785a79b1e5c6","1","0","0",1,"0",1,1,1,6,"Hindu",1
"645","R_1F5ocvSJvtRkigP","0",25,"Hindu","Forward castes","Graduate","Employed","₹5,00,001 - ₹10,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,2,3,2,3,3,3,3,3,3,3,4,1,NA,"5f7df55e-c224-3351-2001-f45bba70bdae","0","1","1",3,"0",1,1,1,7,"Hindu",1
"646","R_3OprbZkNbZBi6lB","0",36,"Hindu","Forward castes","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df70b-009d-bf8c-474d-adac6230e8e1","0","1","1",8,"1",1,1,1,7,"Hindu",1
"647","R_qJBMI5YjXUurUGt","1",31,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","No","Yes",1,1,1,1,2,1,1,1,2,1,2,1,NA,1,"5f7df577-5788-5213-acde-169ba4202602","0","1","1",3,"1",1,1,1,4,"Hindu",1
"648","R_cBKHCllEcEXJtMl","1",39,"Muslim","Scheduled castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df535-4826-957e-bbba-e5471fc1bd08","1","1","1",3,"1",1,1,1,7,"Muslim",1
"649","R_WlGTJPLiMJDLo2Z","1",36,"Hindu","Forward castes","Graduate","Employed","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","Yes","No","Wrong track","Disapprove","Haven't thought much about this","Economic downturn","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,1,2,1,2,1,1,1,1,3,3,1,NA,1,"5f7df742-e4e9-e477-bf80-bd9a21aa9c1e","0","1","1",1,"0",1,0,0.5,NA,"Hindu",1
"650","R_3n65ZsPZPa08zt6","0",36,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","","National","","No","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df7e7-33e4-3719-2584-05f88c1f85b8","0","1","1",8,"1",1,1,1,7,"Hindu",1
"651","R_2336Ws4lgQJLRyW","0",25,"Muslim",NA,"Graduate","Employed","₹30,00,001 - ₹40,00,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Conservative","Economic downturn","Maybe","","","","None","","","","","No","Yes","No","Maybe","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df671-c8b7-f61a-aab5-5e8fd9bd6aa2",NA,"1","1",6,"0",1,1,1,2,"Muslim",0
"652","R_1N4dLFc5sxHV5YO","1",33,"Hindu","Forward castes","Post-graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Maybe","Yes",2,3,3,2,1,2,1,3,1,3,3,3,NA,1,"5f7df796-d3e8-0e86-148f-74ecbfc6e0a6","0","1","1",6,"1",1,1,1,4,"Hindu",1
"653","R_3G0PeBLYQDtSdet","0",36,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df7e9-432f-20cb-36bf-3b9173c04dcd","0","1","1",8,"1",1,1,1,7,"Hindu",1
"654","R_1n2h2rQ73A4b7FX","0",21,"Hindu","Scheduled castes","Graduate","Employed","₹2,50,001 - ₹5,00,000","Other","Bharatiya Janata Party (BJP)",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Haven't thought much about this","Economic inequality","Yes","","","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,3,2,3,3,1,1,3,1,2,4,1,NA,"5f7df48b-fac7-260a-b6e6-8e400e18aea3","1","1","1",2,"0",1,1,1,NA,"Hindu",1
"655","R_d4COOjh6pdZaQqR","0",20,"Hindu","Scheduled castes","Higher secondary/Senior secondary","Student","₹10,00,001 - ₹20,00,000","Never married","Indian National Congress (INC)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Moderate; middle of the road","Caste discrimination","Yes","","","National","","","","","","Yes","Yes","Yes","Yes","Yes",2,1,3,1,2,2,2,4,2,4,4,4,NA,1,"5f7df69c-1f70-5247-c4a5-a13817ba851d","1","0","0",4,"0",1,1,1,4,"Hindu",1
"656","R_2YkTic7GP0dZtDk","1",25,"Christian","Scheduled tribe","Matric/Secondary","Interning","₹0 - ₹2,50,000","Never married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Liberal","Economic inequality","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,1,1,1,1,1,1,3,1,1,NA,NA,1,"5f7df6ea-fc3d-07f9-aefb-d02431341a97","1","0","1",1,"0",1,1,1,6,"Other",1
"657","R_XRFVb6pAQmAPE7T","0",36,"Hindu","Forward castes","Post-graduate","Employed","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","No","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","Yes","No","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df6a7-a8ed-2399-3083-6d8948ad6f8f","0","1","1",8,"1",0,1,0.5,7,"Hindu",1
"658","R_em4nDfrNaLva6aJ","0",38,"Hindu","Forward castes","Post-graduate","Employed","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","","","National","","No","No","No","","","","","","Yes",2,1,2,1,2,1,1,3,3,2,3,2,1,NA,"5f7df714-682c-22ce-c430-d098727b0496","0","1","1",6,"1",1,1,1,6,"Hindu",1
"659","R_27UzGSZtJbG4ORJ","0",31,"Hindu","Forward castes","Graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Wrong track","Disapprove","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","No","","","","","Yes",3,2,4,4,2,3,3,3,2,1,2,2,1,NA,"5f7df579-3581-b566-c43c-b2fd72e2160d","0","1","1",4,"1",1,1,1,6,"Hindu",1
"660","R_3j98RVEybixmpA1","0",31,"Christian",NA,"Post-graduate","Employed","₹10,00,001 - ₹20,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","No","","","","","Yes",2,3,3,3,3,2,2,4,2,3,3,4,1,NA,"5f7df76b-22b8-e67b-9dfd-8ce23b69c822",NA,"1","1",4,"1",1,1,1,7,"Other",1
"661","R_wN9cnuT3Ba2DjYR","1",38,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Gender discrimination","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",3,3,4,3,1,3,1,3,3,2,3,3,NA,1,"5f7df539-676c-bac7-9147-61be7578ff67","1","1","1",3,"1",1,1,1,7,"Hindu",1
"662","R_2RQA9FqSSaeY3Vl","0",33,"Hindu","Scheduled castes","Post-graduate","Self-employed/freelance","₹40,00,001 - ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,4,4,4,4,4,NA,1,"5f7df746-c34d-c515-8b45-74c5a4ad048b","1","1","1",7,"1",1,1,1,7,"Hindu",1
"663","R_Tn0cDfkBqppafp7","0",18,"Christian","Forward castes","Matric/Secondary","Student","₹0 - ₹2,50,000","Never married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Liberal","Economic downturn","Yes","Village","","","","","","","","Yes","Yes","Yes","No","Yes",2,3,2,2,2,2,2,4,4,4,2,2,NA,1,"5f7df7ff-77f5-d774-d71b-fd4793fee725","0","0","0",1,"0",1,1,1,6,"Other",1
"664","R_2VsaHWunkV2pZfY","0",36,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df832-a1de-e5f8-e9f3-77f8314c3957","0","1","1",8,"1",1,1,1,1,"Hindu",1
"665","R_2PbvoyMkKg3k7iP","0",27,"Hindu","Scheduled castes","Higher secondary/Senior secondary","Employed","₹0 - ₹2,50,000","Never married","Aam Aadmi Party (AAP)",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Conservative","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,1,2,2,1,1,1,1,4,1,3,2,1,NA,"5f7defe4-20ec-3469-b1bc-dc3bf81c0b0f","1","0","1",1,"0",1,1,1,2,"Hindu",1
"666","R_2CBSSKvewjQu0JD","1",39,"Muslim","Scheduled castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely conservative","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",4,4,4,4,4,4,4,3,4,4,4,4,NA,1,"5f7df85b-b394-d0aa-d437-073d9253e366","1","1","1",8,"1",1,1,1,1,"Muslim",1
"667","R_3lyQ9acNavWccOn","1",30,"Hindu","Other backward classes (OBCs)","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Economic downturn","Yes","","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",1,2,1,2,3,2,2,4,3,3,3,4,1,NA,"5f7df7aa-448e-18e9-656f-2e8ae8cf406c","1","1","1",3,"1",1,1,1,5,"Hindu",1
"668","R_1BWqc8jGGFyEgjB","1",30,"Hindu","Forward castes","Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","None of the above",1,"Yes","Not at all engaged","Yes","Yes","Right direction","Approve","Moderate; middle of the road","Economic downturn","Yes","Village","State","National","","","","","","Yes","Yes","Yes","Yes","Yes",1,1,2,1,1,1,1,2,1,1,1,2,NA,1,"5f7df7c4-fb78-cc3f-23b4-ecd64636668c","0","1","1",3,"1",1,1,1,4,"Hindu",1
"669","R_3h5EyU32c9E55sr","0",36,"Hindu","Forward castes","Post-graduate","Self-employed/freelance","More than ₹50,00,000","Currently married","Indian National Congress (INC)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Economic downturn","Yes","Village","State","","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df925-8cab-232a-7448-a5c9f8d7ad52","0","1","1",8,"1",1,1,1,7,"Hindu",1
"670","R_3LhG4GrCpir8VEH","0",42,"Muslim","Forward castes","Post-graduate","Self-employed/freelance","₹30,00,001 - ₹40,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Extremely engaged","Yes","Yes","Right direction","Approve","Extremely liberal","Military tensions","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",4,4,4,4,4,4,4,4,4,4,4,4,1,NA,"5f7df7af-1ebe-78ec-7504-9d6e933ed53e","0","1","1",6,"1",1,1,1,7,"Muslim",1
"671","R_3oLvncnph1ofOEv","0",31,"Hindu","Forward castes","Graduate","Self-employed/freelance","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","No","Right direction","Approve","Liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Maybe","","","","","No",2,2,3,2,3,2,2,3,2,2,3,3,1,NA,"5f7df5c6-67a1-9e7f-8f3e-10c35e82614f","0","1","1",3,"1",1,0,0.5,6,"Hindu",1
"672","R_2E3RkbSKm3YR9Pm","1",32,"Hindu","Forward castes","Post-graduate","Employed","₹5,00,001 - ₹10,00,000","Currently married","Bharatiya Janata Party (BJP)",1,"Yes","Somewhat engaged","Yes","Yes","Right direction","Approve","Slightly liberal","Economic downturn","Yes","Village","State","National","","Yes","Yes","Yes","Yes","","","","","Yes",3,3,3,3,3,3,3,3,3,3,3,3,1,NA,"5f7df9d7-8e89-6bf5-6ca9-9dfb48689503","0","1","1",3,"1",1,1,1,5,"Hindu",1
